customer_id,item_id,rep_id,invoice_qty,receipt_date,tax_code,net_total_value,is_sales_return,return_value
432,11336,3,11,2021-09-15,TX_ADJ_1949,566.81,False,0.0
2263,10483,7,2,2021-09-15,TX_MISC_1999,849.3,False,0.0
533,1548,14,24,2021-09-15,TX_CAN_1949,2496.08,False,0.0
1449,3842,4,9,2021-09-15,TX_RET_2202,2090.71,True,2090.71
1312,3035,2,23,2021-09-15,TX_RET_1202,986.06,True,986.06
1363,7271,17,18,2021-09-16,TX_ADJ_1949,1348.65,False,0.0
933,9816,4,17,2021-09-16,TX_RET_2202,1589.33,True,1589.33
2161,3214,21,14,2021-09-16,TX_MISC_1999,800.8,False,0.0
2254,9304,14,8,2021-09-16,TX_PUR_1101,501.95,False,0.0
1650,5221,13,1,2021-09-16,TX_RET_2202,2370.79,True,2370.79
498,3911,5,12,2021-09-16,TX_RET_1201,463.83,True,463.83
1017,6140,14,13,2021-09-16,TX_MISC_1999,631.49,False,0.0
1926,9689,13,21,2021-09-16,TX_RET_2202,411.17,True,411.17
532,5033,8,8,2021-09-16,TX_ADJ_1949,368.79,False,0.0
1626,6547,9,24,2021-09-16,TX_RET_2202,1480.23,True,1480.23
2612,4377,16,12,2021-09-16,TX_CAN_1949,1171.19,False,0.0
2138,793,12,13,2021-09-16,TX_ADJ_1949,1878.97,False,0.0
231,5666,2,4,2021-09-16,TX_MISC_1999,2404.79,False,0.0
718,11330,10,22,2021-09-16,TX_MISC_1999,700.54,False,0.0
1931,255,13,2,2021-09-16,TX_RET_1201,1972.64,True,1972.64
1881,1199,22,14,2021-09-16,TX_RET_2202,411.48,True,411.48
1755,1043,9,1,2021-09-16,TX_PUR_1102,1395.4,False,0.0
715,6487,18,5,2021-09-16,TX_RET_1202,2337.96,True,2337.96
398,6560,2,9,2021-09-16,TX_PUR_1101,1879.45,False,0.0
971,4827,17,1,2021-09-21,TX_PUR_1101,1269.68,False,0.0
348,6903,12,19,2021-09-21,TX_RET_1201,801.35,True,801.35
1666,5105,12,1,2021-09-21,TX_RET_2202,2016.76,True,2016.76
2621,10504,23,23,2021-09-21,TX_MISC_1999,1356.28,False,0.0
2364,6539,24,9,2021-09-21,TX_ADJ_1949,2327.38,False,0.0
897,5526,9,6,2021-09-21,TX_PUR_1102,2486.15,False,0.0
2380,532,25,3,2021-09-21,TX_PUR_1101,734.26,False,0.0
1179,7996,3,21,2021-09-21,TX_RET_1202,1554.87,True,1554.87
1050,1891,13,20,2021-09-24,TX_RET_1202,859.56,True,859.56
1069,1429,15,24,2021-09-24,TX_RET_1201,124.66,True,124.66
2568,3617,3,7,2021-09-24,TX_RET_1202,2425.47,True,2425.47
2208,5300,19,14,2021-09-24,TX_ADJ_1949,1111.44,False,0.0
1568,5053,11,14,2021-09-24,TX_PUR_1101,2076.41,False,0.0
2195,4256,13,23,2021-09-28,TX_MISC_1999,2403.94,False,0.0
1499,710,10,12,2021-09-28,TX_PUR_1102,1630.03,False,0.0
1038,72,20,21,2021-09-28,TX_ADJ_1949,1130.11,False,0.0
1080,4792,16,11,2021-09-28,TX_ADJ_1949,862.08,False,0.0
1704,10455,4,19,2021-09-28,TX_PUR_1102,1348.24,False,0.0
433,10819,1,4,2021-09-28,TX_MISC_1999,1275.68,False,0.0
2594,8850,18,3,2021-09-28,TX_ADJ_1949,193.04,False,0.0
1296,5903,19,7,2021-09-28,TX_RET_1201,2318.92,True,2318.92
1335,11226,10,13,2021-09-28,TX_ADJ_1949,1657.98,False,0.0
2045,5882,11,2,2021-09-28,TX_ADJ_1949,2311.61,False,0.0
2411,8293,23,13,2021-09-28,TX_RET_1201,655.98,True,655.98
1058,8669,24,18,2021-09-28,TX_RET_1201,959.41,True,959.41
583,5626,3,14,2021-09-28,TX_MISC_1999,2037.8,False,0.0
2274,2056,16,14,2021-09-28,TX_RET_2202,1552.74,True,1552.74
491,5229,21,21,2021-09-28,TX_RET_2202,627.59,True,627.59
810,11075,1,7,2021-09-28,TX_CAN_1949,2122.96,False,0.0
733,5234,5,23,2021-09-28,TX_MISC_1999,1894.38,False,0.0
2412,2037,4,5,2021-09-28,TX_CAN_1949,1952.12,False,0.0
2560,7097,13,17,2021-09-28,TX_ADJ_1949,2139.15,False,0.0
1063,5083,6,7,2021-09-28,TX_RET_1201,1023.07,True,1023.07
1168,6238,3,18,2021-09-28,TX_CAN_1949,1866.44,False,0.0
2420,817,18,1,2021-09-28,TX_PUR_1101,2156.41,False,0.0
620,8124,3,7,2021-09-28,TX_MISC_1999,185.38,False,0.0
1955,5480,21,6,2021-09-28,TX_CAN_1949,1524.5,False,0.0
1964,493,5,16,2021-09-28,TX_RET_1202,1786.09,True,1786.09
987,216,23,13,2021-09-28,TX_RET_1201,329.94,True,329.94
1742,1374,24,12,2021-09-28,TX_RET_1201,231.65,True,231.65
1445,8181,24,9,2021-09-28,TX_PUR_1101,1010.78,False,0.0
644,10323,8,19,2021-09-28,TX_PUR_1101,355.1,False,0.0
358,8024,6,19,2021-09-28,TX_MISC_1999,277.34,False,0.0
2454,9059,6,24,2021-09-28,TX_RET_2202,1795.15,True,1795.15
2422,2067,20,13,2021-09-28,TX_MISC_1999,1551.15,False,0.0
225,8056,8,2,2021-09-28,TX_PUR_1102,1437.01,False,0.0
731,8729,7,9,2021-09-28,TX_PUR_1102,814.76,False,0.0
2287,3094,17,23,2021-09-28,TX_ADJ_1949,1256.79,False,0.0
242,8637,17,4,2021-09-28,TX_RET_1201,363.68,True,363.68
2314,1219,24,3,2021-09-28,TX_MISC_1999,1801.09,False,0.0
902,10838,14,22,2021-09-28,TX_RET_1202,574.72,True,574.72
827,1390,12,10,2021-09-28,TX_RET_1202,728.34,True,728.34
2626,4950,16,18,2021-09-28,TX_CAN_1949,2256.73,False,0.0
1155,7144,1,8,2021-09-28,TX_RET_1202,1310.82,True,1310.82
427,4774,10,19,2021-09-28,TX_CAN_1949,1506.58,False,0.0
709,1916,8,10,2021-09-28,TX_ADJ_1949,1429.33,False,0.0
2046,1602,2,17,2021-09-28,TX_RET_1201,760.37,True,760.37
1372,2504,4,9,2021-09-28,TX_MISC_1999,361.62,False,0.0
2317,4953,19,3,2021-09-28,TX_PUR_1102,457.28,False,0.0
51,10381,2,9,2021-09-28,TX_RET_2202,1766.65,True,1766.65
1395,10494,21,2,2021-09-28,TX_ADJ_1949,1090.51,False,0.0
1680,318,22,22,2021-09-28,TX_CAN_1949,370.29,False,0.0
1975,5408,25,24,2021-09-28,TX_ADJ_1949,1042.41,False,0.0
2397,495,11,12,2021-09-28,TX_PUR_1101,574.96,False,0.0
2399,6350,7,5,2021-09-28,TX_RET_2202,1033.5,True,1033.5
2645,8234,24,5,2021-09-28,TX_PUR_1102,1990.4,False,0.0
878,10832,17,2,2021-09-28,TX_PUR_1102,622.62,False,0.0
1261,2022,16,6,2021-09-28,TX_RET_1201,1089.77,True,1089.77
900,3336,11,12,2021-09-28,TX_CAN_1949,535.3,False,0.0
2131,10532,13,3,2021-09-28,TX_RET_1202,2439.95,True,2439.95
418,1513,8,4,2021-09-28,TX_PUR_1102,815.71,False,0.0
2120,1449,2,21,2021-09-28,TX_RET_2202,2430.06,True,2430.06
1604,1834,20,6,2021-09-28,TX_PUR_1102,1348.12,False,0.0
2246,2455,15,10,2021-09-28,TX_PUR_1102,1612.06,False,0.0
1649,7222,17,22,2021-09-28,TX_PUR_1102,417.7,False,0.0
997,3510,22,11,2021-09-28,TX_PUR_1102,693.98,False,0.0
2397,9563,17,3,2021-09-28,TX_MISC_1999,1931.24,False,0.0
2201,2024,1,8,2021-09-28,TX_PUR_1102,2332.01,False,0.0
1111,9745,9,7,2021-09-28,TX_RET_1201,1186.67,True,1186.67
1353,4815,11,19,2021-09-28,TX_CAN_1949,1801.46,False,0.0
2200,10729,1,17,2021-09-28,TX_RET_1201,1890.46,True,1890.46
957,1316,1,15,2021-09-28,TX_RET_1201,1546.69,True,1546.69
2559,5306,18,15,2021-09-28,TX_MISC_1999,785.16,False,0.0
419,4362,22,17,2021-09-28,TX_ADJ_1949,1391.37,False,0.0
2527,10801,25,10,2021-09-28,TX_PUR_1102,383.09,False,0.0
267,1900,17,15,2021-09-28,TX_PUR_1101,363.52,False,0.0
2325,11370,13,15,2021-09-28,TX_CAN_1949,2074.81,False,0.0
2272,4335,24,15,2021-09-28,TX_CAN_1949,1875.25,False,0.0
1808,1294,7,18,2021-09-28,TX_MISC_1999,1386.71,False,0.0
485,8866,8,24,2021-09-28,TX_RET_1202,1273.57,True,1273.57
1632,1654,10,14,2021-09-28,TX_ADJ_1949,2041.07,False,0.0
1147,580,24,20,2021-09-29,TX_ADJ_1949,1097.56,False,0.0
437,9951,17,23,2021-09-29,TX_MISC_1999,918.52,False,0.0
450,5025,16,13,2021-09-29,TX_PUR_1102,2411.73,False,0.0
122,2349,22,15,2021-09-29,TX_RET_1201,705.17,True,705.17
2015,5046,18,15,2021-09-29,TX_RET_2202,291.41,True,291.41
2287,6364,20,10,2021-09-29,TX_MISC_1999,2117.08,False,0.0
1730,8837,23,17,2021-09-29,TX_RET_2202,1839.36,True,1839.36
511,1543,2,5,2021-09-29,TX_RET_1201,1870.03,True,1870.03
2460,8812,1,4,2021-09-29,TX_ADJ_1949,1091.63,False,0.0
2631,9915,15,16,2021-09-29,TX_PUR_1102,787.63,False,0.0
2372,4383,7,6,2021-09-29,TX_PUR_1101,268.27,False,0.0
2231,10190,20,14,2021-09-29,TX_PUR_1101,1556.0,False,0.0
1482,10503,18,4,2021-09-29,TX_ADJ_1949,657.68,False,0.0
440,502,5,7,2021-09-29,TX_RET_1201,476.1,True,476.1
1360,883,13,4,2021-09-29,TX_RET_1201,101.82,True,101.82
1405,367,3,3,2021-09-29,TX_MISC_1999,2272.7,False,0.0
1228,2695,17,9,2021-09-29,TX_PUR_1101,213.67,False,0.0
2153,835,21,9,2021-09-29,TX_PUR_1102,771.54,False,0.0
1915,9602,10,20,2021-09-29,TX_RET_1202,1452.39,True,1452.39
2343,1691,10,5,2021-09-29,TX_CAN_1949,163.91,False,0.0
329,9482,1,15,2021-10-07,TX_RET_1202,1605.98,True,1605.98
1300,1082,24,13,2021-10-07,TX_PUR_1101,2143.78,False,0.0
2522,8880,13,19,2021-10-07,TX_CAN_1949,1735.97,False,0.0
269,8462,6,10,2021-10-07,TX_CAN_1949,2043.62,False,0.0
2450,3907,11,15,2021-10-07,TX_RET_1201,1097.44,True,1097.44
1158,163,17,1,2021-10-07,TX_MISC_1999,656.04,False,0.0
1939,4352,22,2,2021-10-07,TX_RET_1202,2398.53,True,2398.53
1259,7440,19,22,2021-10-07,TX_RET_1202,251.08,True,251.08
1893,3054,4,21,2021-10-07,TX_RET_1201,76.02,True,76.02
1307,10004,20,8,2021-10-07,TX_MISC_1999,224.63,False,0.0
812,6908,10,9,2021-10-07,TX_RET_1201,2173.08,True,2173.08
1876,11055,2,23,2021-10-07,TX_PUR_1101,1467.48,False,0.0
334,9253,1,8,2021-10-07,TX_MISC_1999,1643.53,False,0.0
1799,3522,6,22,2021-10-07,TX_RET_1202,336.11,True,336.11
608,6255,9,6,2021-10-07,TX_MISC_1999,1189.72,False,0.0
1145,7095,2,6,2021-10-07,TX_MISC_1999,2131.22,False,0.0
102,7571,8,23,2021-10-07,TX_MISC_1999,1794.04,False,0.0
1616,5554,22,3,2021-10-07,TX_CAN_1949,164.85,False,0.0
1587,932,22,8,2021-10-07,TX_MISC_1999,2074.71,False,0.0
2117,3935,10,14,2021-10-07,TX_MISC_1999,484.87,False,0.0
2223,4710,14,13,2021-10-07,TX_RET_1202,815.02,True,815.02
1405,8701,25,9,2021-10-07,TX_PUR_1102,1526.2,False,0.0
1235,3578,10,22,2021-10-07,TX_RET_1201,374.8,True,374.8
1700,755,1,4,2021-10-07,TX_ADJ_1949,1034.68,False,0.0
2559,2221,17,23,2021-10-07,TX_RET_1201,1542.57,True,1542.57
1129,6085,19,6,2021-10-07,TX_CAN_1949,1548.81,False,0.0
1282,7560,22,6,2021-10-07,TX_RET_1202,489.3,True,489.3
1067,5790,20,16,2021-10-07,TX_RET_1201,2249.26,True,2249.26
2402,9350,16,13,2021-10-07,TX_PUR_1102,2045.32,False,0.0
1502,2072,5,21,2021-10-08,TX_PUR_1101,718.45,False,0.0
1043,9050,3,9,2021-10-08,TX_RET_2202,755.69,True,755.69
2229,1510,6,20,2021-10-08,TX_RET_1201,2487.68,True,2487.68
1792,4568,22,11,2021-10-08,TX_CAN_1949,2375.99,False,0.0
1938,10989,14,12,2021-10-08,TX_PUR_1101,467.49,False,0.0
895,6652,18,14,2021-10-08,TX_RET_1202,558.11,True,558.11
647,9325,21,23,2021-10-08,TX_MISC_1999,2375.08,False,0.0
54,1217,25,23,2021-10-08,TX_RET_2202,1361.46,True,1361.46
240,3999,9,15,2021-10-08,TX_PUR_1101,386.0,False,0.0
701,9471,3,6,2021-10-08,TX_RET_1202,1650.66,True,1650.66
320,10829,11,4,2021-10-08,TX_ADJ_1949,823.89,False,0.0
1466,9888,4,1,2021-10-08,TX_RET_2202,1649.86,True,1649.86
2468,4433,2,1,2021-10-08,TX_RET_1202,534.22,True,534.22
390,427,10,15,2021-10-08,TX_RET_2202,416.96,True,416.96
1640,300,25,16,2021-10-08,TX_RET_2202,1807.19,True,1807.19
1232,38,10,18,2021-10-08,TX_ADJ_1949,987.67,False,0.0
102,180,8,13,2021-10-08,TX_MISC_1999,1019.94,False,0.0
1394,5046,20,4,2021-10-08,TX_PUR_1101,1741.89,False,0.0
508,10333,8,5,2021-10-18,TX_PUR_1102,1623.97,False,0.0
2585,5112,13,21,2021-10-18,TX_MISC_1999,863.03,False,0.0
1523,7731,3,14,2021-10-18,TX_CAN_1949,385.18,False,0.0
2659,794,8,2,2021-10-18,TX_ADJ_1949,1072.03,False,0.0
1595,11144,12,12,2021-10-18,TX_MISC_1999,1416.9,False,0.0
1784,760,12,24,2021-10-18,TX_RET_1202,503.95,True,503.95
2510,3804,2,18,2021-10-18,TX_RET_1201,1139.11,True,1139.11
1329,3721,23,22,2021-10-18,TX_MISC_1999,1035.59,False,0.0
2134,9811,10,19,2021-10-18,TX_RET_1202,2111.18,True,2111.18
671,3994,6,20,2021-10-18,TX_ADJ_1949,455.41,False,0.0
2371,1962,1,21,2021-10-18,TX_CAN_1949,301.97,False,0.0
2472,5707,4,2,2021-10-18,TX_RET_1201,2104.36,True,2104.36
1899,8081,11,7,2021-10-18,TX_RET_1201,1807.89,True,1807.89
1757,5119,16,13,2021-10-18,TX_PUR_1101,1696.65,False,0.0
1632,8244,15,18,2021-10-18,TX_PUR_1101,404.54,False,0.0
1282,1537,22,5,2021-10-18,TX_RET_2202,233.24,True,233.24
867,3314,25,21,2021-10-18,TX_ADJ_1949,1706.44,False,0.0
2622,4362,18,20,2021-10-18,TX_PUR_1101,1865.99,False,0.0
2121,10761,15,19,2021-10-18,TX_RET_1201,2253.61,True,2253.61
1575,3381,9,5,2021-10-18,TX_MISC_1999,478.61,False,0.0
123,8919,24,5,2021-10-18,TX_ADJ_1949,122.22,False,0.0
2251,3408,11,8,2021-10-18,TX_RET_1201,1590.81,True,1590.81
2253,5843,12,2,2021-10-18,TX_ADJ_1949,2387.3,False,0.0
884,2652,16,24,2021-10-18,TX_RET_1201,2242.47,True,2242.47
1692,11019,4,9,2021-10-18,TX_RET_1201,1452.98,True,1452.98
444,8087,15,1,2021-10-18,TX_CAN_1949,116.31,False,0.0
2136,7332,25,17,2021-10-18,TX_MISC_1999,852.57,False,0.0
414,1979,15,15,2021-10-18,TX_ADJ_1949,153.65,False,0.0
1548,8231,23,18,2021-10-18,TX_RET_1201,58.31,True,58.31
818,6159,19,23,2021-10-18,TX_RET_1201,488.8,True,488.8
1905,6841,12,19,2021-10-18,TX_RET_1202,1403.06,True,1403.06
1312,7648,1,10,2021-10-18,TX_CAN_1949,108.84,False,0.0
1400,9644,2,16,2021-10-18,TX_PUR_1101,1057.84,False,0.0
1729,2380,9,19,2021-10-18,TX_ADJ_1949,1246.76,False,0.0
1886,9379,13,8,2021-10-18,TX_ADJ_1949,2338.93,False,0.0
216,10868,14,6,2021-10-18,TX_CAN_1949,1412.34,False,0.0
776,2907,17,21,2021-10-18,TX_PUR_1102,463.15,False,0.0
201,5379,11,2,2021-10-18,TX_PUR_1102,749.01,False,0.0
2640,10456,24,13,2021-10-18,TX_CAN_1949,409.35,False,0.0
65,2548,25,18,2021-10-18,TX_MISC_1999,1230.87,False,0.0
2341,8815,10,14,2021-10-18,TX_PUR_1102,1945.98,False,0.0
1568,2888,22,8,2021-10-19,TX_RET_1202,449.54,True,449.54
1486,2344,22,21,2021-10-19,TX_RET_1202,1856.3,True,1856.3
1877,6274,8,18,2021-10-19,TX_RET_2202,1984.99,True,1984.99
2648,10191,20,20,2021-10-19,TX_CAN_1949,1452.9,False,0.0
1362,7685,12,3,2021-10-19,TX_CAN_1949,2016.55,False,0.0
1866,3431,8,6,2021-10-19,TX_PUR_1101,968.62,False,0.0
805,10514,12,4,2021-10-19,TX_PUR_1101,1404.29,False,0.0
2039,4763,12,22,2021-10-19,TX_MISC_1999,684.86,False,0.0
2458,6538,4,8,2021-10-19,TX_PUR_1101,1455.62,False,0.0
634,3022,23,24,2021-10-19,TX_MISC_1999,2304.15,False,0.0
2081,8540,5,24,2021-10-19,TX_CAN_1949,1645.34,False,0.0
2394,3684,19,13,2021-10-19,TX_CAN_1949,1441.51,False,0.0
1609,5284,4,2,2021-10-19,TX_RET_2202,210.46,True,210.46
1103,8091,15,3,2021-10-19,TX_CAN_1949,2159.18,False,0.0
2417,8567,18,5,2021-10-19,TX_RET_2202,2316.09,True,2316.09
411,8255,11,9,2021-10-19,TX_MISC_1999,873.82,False,0.0
582,1065,19,22,2021-10-19,TX_ADJ_1949,2172.43,False,0.0
535,9010,4,13,2021-10-19,TX_CAN_1949,2397.01,False,0.0
2151,4149,17,6,2021-10-19,TX_RET_1202,2302.86,True,2302.86
1665,10668,1,23,2021-10-19,TX_ADJ_1949,2317.44,False,0.0
2339,903,24,11,2021-10-19,TX_PUR_1101,1787.12,False,0.0
1809,782,22,12,2021-10-19,TX_RET_1202,116.24,True,116.24
1837,10500,9,8,2021-10-19,TX_PUR_1101,888.36,False,0.0
988,5368,23,2,2021-10-19,TX_RET_1201,1829.11,True,1829.11
329,9899,9,23,2021-10-19,TX_RET_2202,1644.39,True,1644.39
1764,3831,10,6,2021-10-19,TX_ADJ_1949,2323.34,False,0.0
197,7250,21,15,2021-10-19,TX_RET_2202,2423.86,True,2423.86
1969,9513,3,14,2021-10-19,TX_RET_2202,356.09,True,356.09
332,3462,15,2,2021-10-19,TX_PUR_1102,962.47,False,0.0
769,5604,5,22,2021-10-19,TX_PUR_1102,908.83,False,0.0
611,8001,17,21,2021-10-19,TX_MISC_1999,249.43,False,0.0
2358,6121,18,18,2021-10-19,TX_PUR_1101,1278.65,False,0.0
2406,5049,6,6,2021-10-19,TX_MISC_1999,2141.14,False,0.0
1769,2377,25,17,2021-10-19,TX_RET_1202,2185.01,True,2185.01
991,6253,1,5,2021-10-19,TX_RET_2202,1279.0,True,1279.0
2092,7096,2,17,2021-10-19,TX_RET_2202,1008.68,True,1008.68
287,4472,3,23,2021-10-19,TX_RET_2202,1418.89,True,1418.89
974,2990,8,21,2021-10-19,TX_RET_2202,1188.22,True,1188.22
1126,1358,25,14,2021-10-19,TX_RET_2202,1758.42,True,1758.42
453,9897,13,1,2021-10-19,TX_ADJ_1949,1044.08,False,0.0
1220,2539,23,11,2021-10-19,TX_RET_2202,2131.32,True,2131.32
2478,8842,12,15,2021-10-19,TX_RET_1202,1228.49,True,1228.49
2374,9598,8,22,2021-10-19,TX_RET_1202,1800.52,True,1800.52
2262,9838,11,22,2021-10-19,TX_RET_1202,1644.2,True,1644.2
238,430,4,21,2021-10-19,TX_RET_1201,2170.26,True,2170.26
1313,1183,13,2,2021-10-19,TX_PUR_1102,2280.83,False,0.0
800,9549,18,24,2021-10-19,TX_CAN_1949,1273.53,False,0.0
621,1725,22,16,2021-10-19,TX_PUR_1101,216.49,False,0.0
2432,6953,19,15,2021-10-19,TX_PUR_1101,1934.82,False,0.0
593,3602,14,10,2021-10-19,TX_RET_2202,1240.0,True,1240.0
2428,10124,20,18,2021-10-19,TX_MISC_1999,1770.43,False,0.0
1500,9890,25,15,2021-10-19,TX_MISC_1999,1605.35,False,0.0
692,3378,24,6,2021-10-19,TX_RET_1202,479.61,True,479.61
1178,11048,14,16,2021-10-19,TX_PUR_1101,1955.4,False,0.0
2498,10334,16,12,2021-10-19,TX_RET_2202,1143.05,True,1143.05
1512,7883,19,3,2021-10-19,TX_RET_1201,228.52,True,228.52
904,3170,2,23,2021-10-19,TX_RET_1202,1471.54,True,1471.54
1728,9046,7,20,2021-10-19,TX_RET_1202,873.31,True,873.31
893,11084,5,12,2021-10-19,TX_ADJ_1949,2466.45,False,0.0
852,10441,22,5,2021-10-19,TX_RET_1201,2404.03,True,2404.03
2228,7250,24,3,2021-10-19,TX_PUR_1102,2009.47,False,0.0
2627,6256,17,1,2021-10-19,TX_MISC_1999,2079.55,False,0.0
1779,6692,24,19,2021-10-19,TX_ADJ_1949,139.27,False,0.0
951,11381,18,23,2021-10-19,TX_PUR_1102,1404.53,False,0.0
2570,4259,6,11,2021-10-19,TX_CAN_1949,2252.08,False,0.0
1784,10500,6,3,2021-10-19,TX_RET_1202,1402.54,True,1402.54
181,3558,16,20,2021-10-19,TX_PUR_1102,1696.62,False,0.0
2003,9656,17,23,2021-10-19,TX_PUR_1101,1858.17,False,0.0
1497,104,13,10,2021-10-19,TX_RET_1202,770.35,True,770.35
1331,10945,16,4,2021-10-19,TX_PUR_1102,2162.7,False,0.0
1860,3787,25,10,2021-10-19,TX_RET_1202,77.88,True,77.88
1443,5363,10,19,2021-10-19,TX_RET_2202,533.22,True,533.22
877,10435,18,16,2021-10-19,TX_MISC_1999,1494.17,False,0.0
1827,8637,18,19,2021-10-19,TX_ADJ_1949,1353.54,False,0.0
272,10972,7,2,2021-10-19,TX_PUR_1101,1103.53,False,0.0
1224,7121,16,19,2021-10-19,TX_PUR_1101,1096.76,False,0.0
1188,6984,20,17,2021-10-19,TX_RET_1202,1051.99,True,1051.99
1303,10668,6,20,2021-10-19,TX_RET_1202,473.32,True,473.32
658,10182,9,1,2021-10-19,TX_RET_2202,1228.02,True,1228.02
1043,2752,10,13,2021-10-19,TX_PUR_1101,2435.33,False,0.0
776,8326,22,11,2021-10-19,TX_PUR_1101,2228.18,False,0.0
723,9342,25,3,2021-10-19,TX_RET_2202,1981.23,True,1981.23
2131,9747,14,19,2021-10-19,TX_RET_2202,1566.89,True,1566.89
1162,545,12,21,2021-10-19,TX_RET_1201,1917.94,True,1917.94
1687,477,22,2,2021-10-19,TX_MISC_1999,1873.22,False,0.0
299,6048,2,16,2021-10-19,TX_ADJ_1949,276.59,False,0.0
710,7000,7,4,2021-10-19,TX_RET_2202,2147.46,True,2147.46
2290,5723,3,19,2021-10-19,TX_RET_1202,1077.11,True,1077.11
2465,2628,7,2,2021-10-19,TX_RET_1202,1947.61,True,1947.61
734,3425,24,7,2021-10-19,TX_PUR_1101,1552.41,False,0.0
2121,3717,7,15,2021-10-19,TX_PUR_1101,1493.88,False,0.0
2495,9477,22,15,2021-10-19,TX_ADJ_1949,578.71,False,0.0
661,9796,20,9,2021-10-19,TX_CAN_1949,185.39,False,0.0
168,10162,25,17,2021-10-19,TX_PUR_1102,595.43,False,0.0
1679,8219,3,17,2021-10-19,TX_ADJ_1949,443.15,False,0.0
352,10505,11,7,2021-10-19,TX_ADJ_1949,2483.18,False,0.0
783,1169,18,20,2021-10-19,TX_CAN_1949,2167.91,False,0.0
296,4423,14,22,2021-10-19,TX_PUR_1102,1353.63,False,0.0
807,8109,11,24,2021-10-19,TX_ADJ_1949,364.72,False,0.0
2519,6884,9,9,2021-10-19,TX_RET_2202,1047.62,True,1047.62
2486,7483,9,22,2021-10-19,TX_PUR_1102,614.35,False,0.0
728,1782,10,18,2021-10-19,TX_RET_1201,1694.54,True,1694.54
448,165,24,10,2021-10-19,TX_MISC_1999,851.43,False,0.0
1452,2329,3,22,2021-10-19,TX_CAN_1949,2456.18,False,0.0
269,3459,5,22,2021-10-19,TX_RET_2202,1708.23,True,1708.23
750,90,23,14,2021-10-19,TX_ADJ_1949,171.47,False,0.0
1690,11224,8,15,2021-10-19,TX_RET_1202,1723.78,True,1723.78
1668,8502,7,24,2021-10-19,TX_RET_1202,1123.99,True,1123.99
764,3205,23,12,2021-10-19,TX_PUR_1102,1792.31,False,0.0
1378,10054,3,19,2021-10-19,TX_RET_1201,1006.99,True,1006.99
1303,4914,4,5,2021-10-19,TX_RET_2202,143.58,True,143.58
2126,2765,17,9,2021-10-19,TX_RET_2202,1925.19,True,1925.19
2279,5433,9,10,2021-10-19,TX_MISC_1999,741.29,False,0.0
1920,9018,7,3,2021-10-19,TX_RET_1202,752.25,True,752.25
775,7923,7,12,2021-10-19,TX_ADJ_1949,853.11,False,0.0
89,11467,23,23,2021-10-19,TX_RET_1202,586.82,True,586.82
2223,8704,21,9,2021-10-19,TX_CAN_1949,989.44,False,0.0
860,2344,17,5,2021-10-19,TX_RET_2202,932.38,True,932.38
2332,1557,11,19,2021-10-19,TX_RET_1201,2297.4,True,2297.4
1055,9549,18,6,2021-10-19,TX_MISC_1999,1730.4,False,0.0
735,1931,21,15,2021-10-19,TX_CAN_1949,1780.21,False,0.0
1704,7388,11,9,2021-10-19,TX_MISC_1999,1146.4,False,0.0
704,5830,11,1,2021-10-19,TX_MISC_1999,2157.62,False,0.0
1896,2070,12,5,2021-10-19,TX_MISC_1999,1918.51,False,0.0
2125,3506,25,16,2021-10-19,TX_RET_1202,2484.48,True,2484.48
1898,6179,21,5,2021-10-19,TX_PUR_1102,1557.56,False,0.0
412,6302,11,17,2021-10-19,TX_CAN_1949,1069.04,False,0.0
1146,2130,15,2,2021-10-19,TX_MISC_1999,2249.82,False,0.0
1324,554,18,13,2021-10-19,TX_CAN_1949,1382.29,False,0.0
1250,854,19,6,2021-10-19,TX_CAN_1949,1046.37,False,0.0
422,5047,20,10,2021-10-19,TX_PUR_1101,264.05,False,0.0
1460,6497,7,15,2021-10-19,TX_RET_1201,989.81,True,989.81
702,6308,18,6,2021-10-19,TX_PUR_1101,1390.34,False,0.0
1656,8089,17,20,2021-10-19,TX_ADJ_1949,1684.51,False,0.0
148,4918,2,13,2021-10-19,TX_RET_2202,2493.52,True,2493.52
431,961,19,19,2021-10-19,TX_CAN_1949,636.09,False,0.0
1019,9448,18,1,2021-10-19,TX_PUR_1101,1091.41,False,0.0
1121,6648,10,2,2021-10-19,TX_RET_1201,983.78,True,983.78
437,7073,3,21,2021-10-19,TX_RET_1202,2226.15,True,2226.15
1752,4109,11,18,2021-10-19,TX_PUR_1101,421.05,False,0.0
945,2155,14,19,2021-10-19,TX_RET_2202,1006.12,True,1006.12
2464,5198,25,14,2021-10-19,TX_CAN_1949,583.25,False,0.0
1856,8033,10,3,2021-10-19,TX_RET_2202,50.98,True,50.98
2117,8931,3,9,2021-10-19,TX_RET_1201,1518.65,True,1518.65
2472,1489,22,13,2021-10-19,TX_ADJ_1949,2192.69,False,0.0
517,10217,24,13,2021-10-19,TX_PUR_1101,81.99,False,0.0
1097,3461,1,2,2021-10-19,TX_RET_1201,581.8,True,581.8
797,2330,22,1,2021-10-19,TX_PUR_1102,743.6,False,0.0
2086,3159,16,2,2021-10-19,TX_RET_1202,1323.07,True,1323.07
2347,3993,6,13,2021-10-19,TX_PUR_1101,1771.71,False,0.0
510,1820,23,21,2021-10-19,TX_PUR_1102,1429.17,False,0.0
1810,6200,5,9,2021-10-19,TX_MISC_1999,795.02,False,0.0
